ID,Gender,Age,Customer_Type,Type_of_Travel,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Rating
6067,Male,45,Returning,Personal,Economy,630,0,1,4
6068,Male,50,Returning,Personal,Economy,1041,30,25,4
6069,Female,30,Returning,Personal,Economy,691,21,38,1
6070,Female,34,Returning,Personal,Economy,925,0,0,1
6071,Female,30,Returning,Personal,Economy,1236,0,0,5
6072,Male,70,Returning,Personal,Economy,1236,87,84,5
6073,Male,60,Returning,Personal,Economy,925,0,11,5
6074,Female,62,Returning,Personal,Economy,672,54,67,1
6075,Female,57,Returning,Personal,Economy,691,0,0,5
6076,Female,52,Returning,Personal,Economy,690,56,49,4
6077,Female,8,Returning,Personal,Economy,691,0,2,4
6078,Male,15,Returning,Personal,Economy,630,0,19,1
6079,Male,48,Returning,Business,Business,2536,0,0,3
6080,Female,41,Returning,Business,Business,2473,0,4,4
6081,Female,55,Returning,Business,Business,3768,0,0,3
6082,Female,20,First-time,Business,Business,672,1,0,4
6083,Female,57,Returning,Business,Business,630,0,0,4
6084,Female,40,First-time,Business,Business,672,0,0,4
6085,Female,27,First-time,Business,Economy Plus,672,5,40,3
6086,Female,29,First-time,Business,Economy Plus,693,144,133,3
6087,Male,44,Returning,Business,Business,3037,0,0,4
6088,Female,40,First-time,Business,Business,691,37,65,3
6089,Male,20,First-time,Business,Economy,272,16,31,4
6090,Male,15,Returning,Business,Economy Plus,691,8,0,5
6091,Female,25,First-time,Business,Economy Plus,672,0,11,4
6092,Male,24,First-time,Business,Economy,630,0,0,0
6093,Female,16,Returning,Personal,Economy Plus,691,0,0,4
6094,Female,51,Returning,Personal,Economy Plus,693,0,0,1
6095,Male,44,Returning,Personal,Economy Plus,690,3,6,5
6096,Male,30,Returning,Personal,Economy Plus,693,8,38,4
6097,Female,11,Returning,Personal,Economy Plus,630,0,0,5
6098,Male,20,Returning,Personal,Economy Plus,672,0,0,4
6099,Female,7,Returning,Personal,Economy Plus,630,0,0,2
6100,Female,52,Returning,Business,Business,409,36,103,2
6101,Male,28,Returning,Business,Business,3086,4,0,1
6102,Male,57,Returning,Business,Business,491,4,2,4
6103,Female,43,Returning,Business,Business,409,0,0,4
6104,Male,32,Returning,Business,Business,409,83,125,4
6105,Male,24,First-time,Business,Economy,409,0,0,0
6106,Female,26,First-time,Business,Business,409,69,100,1
6107,Female,62,Returning,Personal,Business,409,71,103,5
6108,Female,30,Returning,Personal,Business,409,0,0,5
6109,Female,53,Returning,Personal,Business,409,8,34,4
6110,Male,40,Returning,Personal,Business,409,0,63,4
6111,Male,55,Returning,Personal,Business,475,197,185,3
6112,Female,20,Returning,Personal,Business,501,98,96,5
6113,Male,33,Returning,Business,Business,409,41,29,3
6114,Male,40,Returning,Business,Business,2505,29,31,3
6115,Female,30,Returning,Business,Business,409,0,14,5
6116,Male,23,First-time,Business,Economy,409,0,7,4
6117,Female,58,Returning,Business,Business,3085,0,0,5
6118,Female,39,Returning,Business,Business,3817,0,3,5
6119,Female,46,Returning,Business,Business,2407,0,0,3
6120,Male,55,Returning,Business,Business,475,6,0,3
6121,Female,28,First-time,Business,Business,409,36,41,4
6122,Female,35,Returning,Business,Business,1622,0,0,3
6123,Male,39,First-time,Business,Business,491,0,0,4
6124,Female,21,First-time,Business,Economy,501,0,7,0
6125,Female,38,Returning,Business,Business,491,74,65,1
6126,Female,38,Returning,Business,Business,3755,0,0,2
6127,Male,58,Returning,Business,Business,491,21,8,2
6128,Female,40,Returning,Business,Business,409,0,0,5
6129,Female,40,Returning,Business,Business,3676,0,0,5
6130,Female,50,First-time,Business,Business,491,0,0,3
6131,Male,33,Returning,Business,Business,1637,5,0,5
6132,Male,21,First-time,Business,Economy,475,8,7,0
6133,Male,45,Returning,Business,Business,3052,0,0,1
6134,Female,49,Returning,Business,Business,2921,0,0,4
6135,Male,28,First-time,Business,Business,501,0,0,5
6136,Female,47,First-time,Business,Economy,409,0,0,4
6137,Male,71,Returning,Business,Economy,409,112,133,4
6138,Male,56,Returning,Business,Business,3342,0,0,3
6139,Female,20,First-time,Business,Economy,491,0,23,0
6140,Female,37,First-time,Business,Business,491,1,13,4
6141,Female,47,Returning,Business,Business,409,0,0,3
6142,Male,43,Returning,Business,Business,3403,42,41,4
6143,Female,48,Returning,Business,Business,409,60,56,5
6144,Female,43,Returning,Business,Business,491,0,0,3
6145,Male,21,First-time,Business,Business,491,0,0,4
6146,Female,24,Returning,Business,Business,501,59,70,1
6147,Female,48,Returning,Business,Business,491,0,0,3
6148,Female,50,Returning,Business,Business,2358,0,0,2
6149,Male,35,First-time,Business,Business,409,0,0,2
6150,Male,26,First-time,Business,Economy,409,40,33,4
6151,Female,26,First-time,Business,Economy,409,0,0,2
6152,Male,77,Returning,Business,Business,409,0,0,5
6153,Male,58,Returning,Business,Business,501,14,15,2
6154,Male,68,Returning,Business,Business,475,0,0,2
6155,Female,24,Returning,Business,Business,475,15,11,3
6156,Female,41,Returning,Business,Economy,409,0,0,5
6157,Female,54,Returning,Business,Business,475,0,0,1
6158,Male,42,Returning,Business,Economy,409,0,14,4
6159,Male,72,null,Business,Economy,501,10,10,1
6160,Male,38,Returning,Business,Business,2686,0,8,5
6161,Male,66,Returning,Business,Economy,409,0,0,1
6162,Male,34,First-time,Business,Economy,409,0,50,1
6163,Male,49,Returning,Business,Economy,409,0,0,1
6164,Male,19,First-time,Business,Economy,501,0,0,3
6165,Male,21,First-time,Business,Economy,475,8,16,3
6166,Male,30,Returning,Business,Business,501,0,0,0
6167,Female,23,First-time,Business,Economy,409,0,0,4
6168,Male,32,Returning,Business,Business,491,30,17,2
6169,Male,67,null,Personal,Economy,491,23,13,4
6170,Male,69,Returning,Personal,Economy,491,0,0,5
6171,Female,44,Returning,Personal,Economy,409,0,0,4
6172,Male,33,Returning,Personal,Economy,491,3,10,4
6173,Female,60,Returning,Personal,Economy,409,0,0,4
6174,Male,41,Returning,Personal,Economy,409,0,0,5
6175,Female,15,Returning,Personal,Economy,409,68,62,4
6176,Male,33,Returning,Personal,Economy,409,18,12,5
6177,Male,15,Returning,Personal,Economy,491,59,64,3
6178,Male,43,Returning,Personal,Economy,491,167,159,4
6179,Male,70,Returning,Personal,Economy,491,0,0,4
6180,Female,30,Returning,Personal,Economy,501,0,0,4
6181,Female,13,Returning,Personal,Economy,409,0,0,5
6182,Female,49,Returning,Personal,Economy,409,0,15,5
6183,Male,38,Returning,Personal,Economy,491,59,65,5
6184,Male,16,Returning,Personal,Economy,409,0,0,4
6185,Male,68,Returning,Personal,Economy,409,0,0,2
6186,Male,14,Returning,Personal,Economy,409,0,0,4
6187,Male,16,Returning,Personal,Economy,501,0,0,5
6188,Female,56,Returning,Personal,Economy,409,36,38,5
6189,Male,13,Returning,Personal,Economy,475,0,0,3
6190,Female,22,Returning,Personal,Economy,409,0,0,1
6191,Male,52,Returning,Personal,Economy,491,16,17,1
6192,Female,14,Returning,Personal,Economy,409,0,0,5
6193,Male,53,Returning,Business,Business,3514,0,15,1
6194,Male,50,Returning,Business,Business,2992,51,45,1
6195,Male,45,Returning,Business,Business,2772,0,0,5
6196,Male,73,Returning,Business,Economy Plus,409,12,17,1
6197,Female,27,First-time,Business,Economy Plus,491,98,166,2
6198,Female,59,Returning,Personal,Economy Plus,409,77,144,3
6199,Female,62,Returning,Personal,Economy Plus,409,178,172,4
6200,Female,30,Returning,Personal,Economy Plus,409,0,0,5
6201,Female,33,Returning,Personal,Economy Plus,491,4,4,4
6202,Female,54,Returning,Personal,Economy Plus,409,75,73,5
6203,Female,66,Returning,Personal,Economy Plus,409,0,0,4
6204,Female,9,Returning,Personal,Economy Plus,501,80,133,1
6205,Male,7,Returning,Personal,Economy Plus,491,0,1,5
6206,Female,45,Returning,Business,Business,462,0,0,3
6207,Female,30,Returning,Business,Business,462,24,29,5
6208,Male,34,First-time,Business,Business,462,0,0,1
6209,Female,22,First-time,Business,Economy,462,0,0,0
6210,Male,38,Returning,Business,Business,462,0,0,4
6211,Female,62,First-time,Business,Business,462,0,0,1
6212,Male,27,First-time,Business,Business,462,0,0,2
6213,Male,22,First-time,Business,Economy,462,0,0,3
6214,Female,18,Returning,Business,Business,2057,0,0,2
6215,Male,45,Returning,Personal,Economy,462,1,13,2
6216,Female,9,Returning,Personal,Business,594,0,0,4
6217,Male,70,Returning,Personal,Business,413,0,0,5
6218,Male,45,Returning,Business,Business,413,0,0,3
6219,Male,54,Returning,Business,Business,413,39,26,4
6220,Female,24,First-time,Business,Economy,678,125,129,4
6221,Male,33,First-time,Business,Business,594,37,26,2
6222,Female,55,Returning,Business,Business,678,0,11,2
6223,Male,23,First-time,Business,Business,413,0,100,5
6224,Male,27,Returning,Business,Business,3692,0,0,4
6225,Male,48,Returning,Business,Business,1763,11,3,3
6226,Male,26,First-time,Business,Business,594,0,0,5
6227,Male,15,Returning,Business,Business,1582,0,1,1
6228,Female,57,Returning,Business,Business,1942,22,5,1
6229,Male,60,Returning,Business,Economy,594,36,36,4
6230,Male,42,Returning,Business,Business,413,0,0,5
6231,Female,25,First-time,Business,Business,678,2,0,0
6232,Male,22,First-time,Business,Business,594,0,0,4
6233,Male,60,Returning,Business,Business,3431,66,98,5
6234,Female,22,First-time,Business,Economy,413,22,14,0
6235,Female,52,Returning,Business,Business,3512,0,0,5
6236,Male,9,Returning,Business,Business,3488,85,106,1
6237,Male,12,Returning,Business,Business,594,0,0,4
6238,Male,39,Returning,Business,Economy,594,53,50,4
6239,Male,72,Returning,Business,Economy,594,0,0,4
6240,Female,18,First-time,Business,Economy,594,7,21,2
6241,Female,31,Returning,Business,Economy,413,7,14,4
6242,Male,21,First-time,Business,Economy,594,1,0,2
6243,Female,46,Returning,Business,Business,3509,0,0,4
6244,Female,44,Returning,Personal,Economy,594,0,0,1
6245,Female,65,Returning,Personal,Economy,594,0,0,5
6246,Female,13,Returning,Personal,Economy,413,4,1,4
6247,Male,10,Returning,Personal,Economy,413,50,42,4
6248,Male,44,Returning,Personal,Economy,413,12,38,1
6249,Female,45,Returning,Personal,Economy,413,82,85,4
6250,Female,12,Returning,Personal,Economy,413,19,17,1
6251,Female,17,Returning,Personal,Economy,678,1,39,4
6252,Male,61,Returning,Personal,Economy,678,1,0,4
6253,Female,8,Returning,Personal,Economy,413,0,0,5
6254,Female,49,Returning,Personal,Economy,413,15,20,5
6255,Male,10,Returning,Personal,Economy,413,0,0,4
6256,Male,12,null,Personal,Economy Plus,594,45,29,4
6257,Male,42,Returning,Personal,Economy Plus,594,0,0,5
6258,Female,24,First-time,Business,Economy,585,89,82,0
6259,Male,42,null,Business,Business,1990,0,0,4
6260,Male,9,Returning,Personal,Business,585,0,0,5
6261,Male,51,First-time,Business,Business,585,21,49,3
6262,Male,46,Returning,Business,Business,2327,23,22,3
6263,Male,44,Returning,Business,Business,1543,0,0,4
6264,Male,28,Returning,Business,Business,693,0,38,4
6265,Male,35,Returning,Business,Business,585,0,0,5
6266,Female,39,Returning,Business,Business,585,0,0,1
6267,Male,30,First-time,Business,Business,693,19,32,0
6268,Male,39,Returning,Business,Business,1507,1,0,1
6269,Female,46,Returning,Business,Business,585,0,3,4
6270,Female,45,First-time,Business,Economy,585,11,18,4
6271,Male,43,First-time,Business,Economy,693,126,117,4
6272,Female,34,Returning,Business,Business,2521,46,46,3
6273,Male,62,Returning,Business,Business,2994,31,58,3
6274,Female,43,Returning,Business,Business,3967,0,2,4
6275,Female,72,Returning,Business,Business,2303,9,3,1
6276,Male,23,Returning,Business,Business,585,37,47,2
6277,Male,40,null,Business,Economy,693,0,7,1
6278,Male,36,Returning,Business,Economy,185,0,0,2
6279,Male,35,Returning,Business,Business,3597,0,0,4
6280,Female,24,First-time,Business,Economy,585,33,26,2
6281,Female,58,Returning,Business,Business,2078,0,0,5
6282,Male,21,Returning,Business,Business,693,0,0,3
6283,Male,42,Returning,Personal,Economy,585,1,0,4
6284,Female,56,Returning,Personal,Economy,585,86,109,4
6285,Male,45,Returning,Personal,Economy,693,0,0,4
6286,Female,53,Returning,Personal,Economy,693,0,1,2
6287,Female,62,Returning,Personal,Economy,585,10,16,4
6288,Male,62,Returning,Personal,Economy,585,39,32,5
6289,Female,53,Returning,Personal,Economy,693,0,2,4
6290,Male,17,Returning,Personal,Economy,585,0,0,5
6291,Female,63,Returning,Personal,Economy,585,0,0,4
6292,Female,10,Returning,Personal,Economy,693,66,57,4
6293,Male,44,Returning,Personal,Economy,585,0,0,4
6294,Female,60,Returning,Business,Business,693,28,6,3
6295,Female,60,Returning,Business,Business,693,29,24,3
6296,Female,30,First-time,Business,Economy Plus,585,59,81,2
6297,Female,25,Returning,Business,Economy Plus,693,32,155,4
6298,Female,36,Returning,Business,Economy Plus,293,8,3,4
6299,Male,68,Returning,Personal,Economy Plus,693,24,41,4
6300,Male,55,Returning,Business,Business,296,0,34,0
6301,Female,41,Returning,Business,Business,1555,0,0,0
6302,Female,60,Returning,Business,Business,315,17,10,4
6303,Female,46,Returning,Business,Business,296,95,82,5
6304,Male,66,null,Personal,Business,296,0,0,4
6305,Female,14,Returning,Personal,Business,315,11,7,4
6306,Male,69,Returning,Personal,Business,296,6,0,5
6307,Female,12,Returning,Personal,Business,296,0,0,3
6308,Male,60,Returning,Business,Business,315,25,65,1
6309,Female,20,First-time,Business,Business,315,0,14,2
6310,Male,41,Returning,Business,Business,1926,2,18,3
6311,Male,32,Returning,Business,Business,240,70,null,1
6312,Male,40,Returning,Business,Business,1536,94,109,5
6313,Female,52,Returning,Business,Business,296,25,23,3
6314,Male,57,Returning,Business,Business,2198,0,0,0
6315,Male,38,Returning,Business,Business,2173,0,0,5
6316,Male,24,First-time,Business,Economy,296,56,45,0
6317,Female,48,Returning,Business,Business,1848,5,8,2
6318,Female,57,Returning,Business,Business,3793,65,58,1
6319,Female,50,Returning,Business,Business,1619,1,14,1
6320,Male,27,First-time,Business,Business,315,55,49,3
6321,Male,44,Returning,Business,Business,296,0,0,3
6322,Male,63,Returning,Business,Business,296,24,13,5
6323,Female,41,Returning,Business,Business,315,6,0,1
6324,Female,49,Returning,Business,Business,296,12,19,3
6325,Male,24,First-time,Business,Business,315,0,8,4
6326,Female,29,Returning,Business,Business,1834,0,0,3
6327,Male,39,Returning,Business,Business,315,17,31,1
6328,Female,38,Returning,Business,Business,3737,0,0,4
6329,Female,20,First-time,Business,Economy,315,0,0,0
6330,Male,47,Returning,Business,Business,1741,0,30,1
6331,Female,44,Returning,Business,Business,315,238,287,3
6332,Male,27,First-time,Business,Business,296,28,51,5
6333,Male,51,Returning,Business,Business,1679,0,0,0
6334,Male,37,First-time,Business,Business,296,0,0,3
6335,Female,42,Returning,Business,Business,296,0,0,1
6336,Female,24,First-time,Business,Economy,296,0,0,0
6337,Male,52,Returning,Business,Business,2488,0,0,5
6338,Male,59,Returning,Business,Business,315,62,68,4
6339,Male,39,Returning,Business,Business,1634,0,0,5
6340,Female,39,First-time,Business,Business,296,31,65,5
6341,Female,22,First-time,Business,Business,240,0,0,0
6342,Male,39,Returning,Business,Business,3528,0,0,2
6343,Male,55,Returning,Business,Business,296,16,6,1
6344,Female,45,Returning,Business,Business,296,0,0,2
6345,Male,51,Returning,Business,Business,3471,67,82,0
6346,Female,31,Returning,Business,Business,2118,0,51,3
6347,Male,41,First-time,Business,Business,315,0,6,5
6348,Male,44,Returning,Business,Business,315,69,72,5
6349,Male,38,Returning,Business,Business,3126,0,0,0
6350,Male,55,Returning,Business,Business,240,0,0,1
6351,Female,50,Returning,Business,Business,3197,0,8,4
6352,Female,53,Returning,Business,Business,3451,0,0,0
6353,Male,25,First-time,Business,Business,296,0,0,4
6354,Female,55,Returning,Business,Business,3824,0,0,1
6355,Female,42,First-time,Business,Business,213,0,0,1
6356,Male,66,Returning,Business,Business,1946,57,46,0
6357,Male,43,Returning,Business,Business,315,0,0,2
6358,Female,46,Returning,Business,Business,315,0,0,0
6359,Male,23,Returning,Business,Business,3257,37,73,1
6360,Female,59,Returning,Business,Business,296,0,0,1
6361,Female,56,Returning,Business,Business,3843,8,2,1
6362,Male,70,Returning,Business,Business,296,0,0,1
6363,Male,41,Returning,Business,Business,3653,0,4,4
6364,Male,18,Returning,Business,Business,2336,0,0,2
6365,Female,37,Returning,Business,Economy,315,153,227,5
6366,Male,53,Returning,Business,Business,315,7,15,4
6367,Male,40,Returning,Business,Business,240,32,38,4
6368,Female,20,First-time,Business,Business,213,32,32,4
6369,Female,27,First-time,Business,Economy,213,38,54,4
6370,Male,55,Returning,Business,Economy,315,4,7,4
6371,Male,58,First-time,Business,Economy,296,43,46,1
6372,Male,28,Returning,Business,Business,1628,0,0,1
6373,Female,60,Returning,Business,Economy,296,0,15,3
6374,Male,24,Returning,Business,Economy,213,125,169,3
6375,Female,46,Returning,Business,Business,2134,0,13,3
6376,Male,53,Returning,Business,Business,296,0,0,3
6377,Male,46,Returning,Business,Economy,296,4,0,2
6378,Male,55,Returning,Business,Business,3375,11,8,1
6379,Male,22,First-time,Business,Business,315,0,2,0
6380,Female,43,Returning,Business,Business,213,0,0,5
6381,Female,25,null,Business,Economy,240,0,0,2
6382,Female,21,Returning,Business,Economy,296,6,16,3
6383,Female,76,Returning,Business,Business,3316,0,0,5
6384,Female,58,First-time,Business,Economy,315,0,0,1
6385,Female,31,Returning,Business,Business,3160,85,78,1
6386,Male,38,First-time,Business,Economy,296,0,10,4
6387,Female,36,Returning,Business,Business,3937,10,5,5
6388,Female,20,First-time,Business,Business,213,10,11,3
6389,Female,26,First-time,Business,Economy,296,0,0,2
6390,Female,50,First-time,Business,Economy,296,155,237,3
6391,Male,41,Returning,Business,Economy,240,0,0,3
6392,Male,37,First-time,Business,Economy,315,0,0,3
6393,Male,67,Returning,Business,Economy,240,0,2,1
6394,Female,48,Returning,Business,Economy,296,1,1,3
6395,Male,61,Returning,Business,Economy,213,0,0,4
6396,Male,53,Returning,Business,Business,2556,0,0,4
6397,Female,30,Returning,Business,Economy,240,0,0,0
6398,Female,10,Returning,Personal,Economy,296,0,21,5
6399,Male,43,Returning,Personal,Economy,296,0,0,5
6400,Male,12,Returning,Personal,Economy,240,10,3,4
6401,Male,62,Returning,Personal,Economy,240,7,0,5
6402,Female,40,Returning,Personal,Economy,296,0,0,3
6403,Male,55,Returning,Personal,Economy,315,0,25,3
6404,Female,70,Returning,Personal,Economy,296,0,0,2
